bbl,facdomain,facgroup,facsubgrp,factype,facname,overagency,address,id
1001110160,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,YMCA OF GREATER NEW YORK/CHINATOWN AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,80 CATHERINE STREET,32875
1001110160,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,IMMIGRANT SOCIAL SERVICES INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,80 CATHERINE STREET,14625
1001130100,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,URBAN ASSEMBLY MAKER ACADEMY,NYC Department of Education,411 PEARL STREET,31127
1001130100,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,NYC Department of Education,411 PEARL STREET,19019
1001130100,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,NYC Department of Education,411 PEARL STREET,17617
1001130100,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,NYC Department of Education,411 PEARL STREET,30076
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Department of Citywide Administrative Services,1 CENTRE STREET,17656
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Department of Finance,1 CENTRE STREET,17657
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Office of Public Advocate,1 CENTRE STREET,17658
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Office of Payroll Administration,,17667
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Civil Service Commission,,17666
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Borough President - Manhattan,,17665
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Office of the Comptroller,1 CENTRE STREET,17659
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,MANHATTAN MUNICIPAL BUILDING,Non-public,,17549
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Department of Buildings,1 CENTRE STREET,17660
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Office of the Mayor,,17669
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Tax Commission,1 CENTRE STREET,270
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Manhattan Community Board 1,1 CENTRE STREET,17662
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Landmarks Preservation Commission,,17668
1001210001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,MANHATTAN MUNICIPAL BUILDING,NYC Department of Information Technology and Telecommunications,1 CENTRE STREET,17661
1001210001,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,KINGS CRIMINAL COURT (SUMMONS COURT ),NYS Unified Court System,1 CENTRE STREET,16027
1001210001,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,NEW YORK CRIMINAL COURT (SUMMONS COURT),NYS Unified Court System,1 CENTRE STREET,19607
1001220001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,CITY HALL/TWEED CRTHS/PARK,NYC Department of Education,,6587
1001220001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,CITY HALL/TWEED CRTHS/PARK,NYC Office of the Mayor,52 CHAMBERS STREET,6585
1001220001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,CITY HALL/TWEED CRTHS/PARK,NYC City Council,CITY HALL,6586
1001220001,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,CITY HALL,"The New York State Office of Parks, Recreation and Historic Preservation",,5511
1001220001,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,TWEED COURTHOUSE,"The New York State Office of Parks, Recreation and Historic Preservation",,30596
1001240004,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SENIOR SERVICES,SENIOR SERVICES,NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTEN,NYC Department for the Aging,11 PARK PLACE,19627
1001240004,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SENIOR SERVICES,SENIOR SERVICES,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,NYC Department for the Aging,11 PARK PLACE,19629
1001240024,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,CITY COUNCIL,NYC Office of Labor Relations,250 BROADWAY,6580
1001240024,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,CITY COUNCIL,NYC Board of Standards and Appeals,250 BROADWAY,6579
1001250020,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,100 CHURCH STREET,NYC Law Department,100 CHURCH STREET,349
1001250020,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,100 CHURCH STREET,NYC Office of Administrative Trials and Hearings,100 CHURCH STREET,350
1001250020,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,100 CHURCH STREET,NYC Department of Environmental Protection,100 CHURCH STREET,354
1001250020,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,100 CHURCH STREET,NYC Campaign Finance Board,100 CHURCH STREET,352
1001250020,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,100 CHURCH STREET,NYC Civilian Complaint Review Board,100 CHURCH STREET,353
1001250020,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"TRINITY CHURCH, INC.",NYC Department of Health and Mental Hygiene,100 CHURCH STREET,30526
1001250020,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,TRINITY CHURCH,NYC Department of Health and Mental Hygiene,100 CHURCH STREET,30524
1001260027,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","SUMMER YOUTH EMPLOYMENT JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",NEW YORK CITY HOUSING AUTHORITY - BRONX,NYC Department of Youth and Community Development,350 LIVINGSTON STREET,19567
1001260027,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","SUMMER YOUTH EMPLOYMENT JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",NEW YORK CITY HOUSING AUTHORITY - MANHATTAN,NYC Department of Youth and Community Development,350 LIVINGSTON STREET,19569
1001270018,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,OFFICES,NYC Office of Management and Budget,255 GREENWICH STREET,20725
1001270018,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,OFFICES,NYC Office of the Actuary,255 GREENWICH STREET,20726
1001270018,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,OFFICES,NYC Department of Information Technology and Telecommunications,255 GREENWICH STREET,20724
1001347501,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COMMERCIAL CONDOMINIUM UNIT #1,NYC Police Department,253 BROADWAY,8249
1001347501,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COMMERCIAL CONDOMINIUM UNIT #1,Non-public,253 BROADWAY,8085
1001347501,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COMMERCIAL CONDOMINIUM UNIT #1,NYC Department of Finance,253 BROADWAY,8247
1001347501,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COMMERCIAL CONDOMINIUM UNIT #1,NYC Office of the Mayor,253 BROADWAY,8248
1001347501,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,HOME LIFE INSURANCE BLDG,NYC Department of Citywide Administrative Services,253 BROADWAY,14055
1001407502,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,KINDERCARE EDUCATION AT WORK LLC,NYC Department of Health and Mental Hygiene,311 GREENWICH STREET,15966
1001407502,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,KINDERCARE EDUCATION AT WORK  LLC,NYC Department of Health and Mental Hygiene,311 GREENWICH STREET,15965
1001480015,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES INITIATIVES,LEGAL SERVICES NYC CUSTOMIZED ASSISTANCE SERVICES (CAS),NYC Human Resources Administration,40 WORTH STREET,16596
1001480015,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES INITIATIVES,LEGAL SERVICES NYC LEGAL SERVICES INITIATIVES,NYC Human Resources Administration,40 WORTH STREET,16607
1001480015,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES INITIATIVES,MANHATTAN LEGAL SERVICES LEGAL SERVICES INITIATIVES,NYC Human Resources Administration,40 WORTH STREET,17641
1001480015,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES NYC,MANHATTAN LEGAL SERVICES LEGAL SERVICES NYC,NYC Department of Health and Mental Hygiene,40 WORTH STREET,17648
1001480015,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES NYC,BROOKLYN LEGAL SERVICES LEGAL SERVICES NYC,NYC Department of Health and Mental Hygiene,40 WORTH STREET,4750
1001500031,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,NEW YORK PARALEGAL SCHOOL,NYC Department of Education,299 BROADWAY,19734
1001500031,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,"FUTURE MEDIA CONCEPTS, INC.",NYC Department of Education,299 BROADWAY,12107
1001500031,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,MFY - CSS PROGRAM,NYS Office of Mental Health,299 BROADWAY,18262
1001500031,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ADVOCACY,NYS Office of Mental Health,299 BROADWAY,1391
1001500031,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,MFY - REINVESTMENT,NYS Office of Mental Health,299 BROADWAY,18263
1001530024,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,SURROGATE COURT,NYC Department of Records and Information Services,31 CHAMBERS STREET,28887
1001530024,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,SURROGATE COURT,NYC Department of Cultural Affairs,,28890
1001530024,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,SURROGATE COURT,NYC Office of the Mayor,31 CHAMBERS STREET,28888
1001530024,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,SURROGATE COURT,Non-public,,20664
1001530024,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,HISTORICAL SOCIETIES,HISTORICAL SOCIETIES,MUNICIPAL REF & RESEARCH CENTER,NYC Department of Education,31 CHAMBERS STREET,18999
1001530024,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,HISTORICAL SOCIETIES,HISTORICAL SOCIETIES,"THE NEW YORK ARCHIVAL SOCIETY, LTD.",NYC Department of Education,31 CHAMBERS STREET,29921
1001540023,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,OFFICES,NYC Commission on Human Rights,,20762
1001540023,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,OFFICES,NYC Department of Buildings,2-08 ELK STREET,20709
1001550001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,COURT SQUARE BLDG,NYC Department for the Aging,2 LAFAYETTE STREET,8829
1001550001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,COURT SQUARE BLDG,NYC Conflict of Interest Board,,8838
1001550001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COURT SQUARE BLDG,NYC Department of Youth and Community Development,2 LAFAYETTE STREET,8831
1001550001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COURT SQUARE BLDG,NYC Department of Buildings,2 LAFAYETTE STREET,8830
1001550001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COURT SQUARE BLDG,NYC Police Department,,8720
1001550001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COURT SQUARE BLDG,Non-public,,8767
1001550001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,COURT SQUARE BLDG,NYC Office of the Mayor,2 LAFAYETTE STREET,8832
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FORMER NYS MOTOR VEHICLE BLDG,NYC Office of the Mayor,80 CENTRE STREET,11690
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FORMER NYS MOTOR VEHICLE BLDG,Non-public,,11697
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FORMER NYS MOTOR VEHICLE BLDG,NYS Unified Court System,,11696
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FORMER NYS MOTOR VEHICLE BLDG,NYC Police Department,,11695
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FORMER NYS MOTOR VEHICLE BLDG,NYC District Attorney - Office Special Narcotics,,11694
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FORMER NYS MOTOR VEHICLE BLDG,NYC Department of Buildings,,11692
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,FORMER NYS MOTOR VEHICLE BLDG,NYC Department of Citywide Administrative Services,,11698
1001660027,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,BOROUGH OFFICE,FORMER NYS MOTOR VEHICLE BLDG,NYC Office of the City Clerk,,11699
1001660027,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,BRC - HH NONMED CM,NYS Office of Mental Health,80 CENTRE STREET,3826
1001660027,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,BRC - HH CM,NYS Office of Mental Health,80 CENTRE STREET,3825
1001670001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,DETENTION FACILITY,NYC Law Department,,323
1001670001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,DETENTION FACILITY,NYC Department of Probation,,9332
1001670001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,DETENTION FACILITY,NYC Police Department,,324
1001670001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,OFFICE,DETENTION FACILITY,NYC District Attorney - Manhattan,,9337
1001670001,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,OFFICE,DETENTION FACILITY,Non-public,100 CENTRE ST (COURTHOUSE),9330
1001670001,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,DETENTION FACILITY,NYS Unified Court System,,9333
1001670001,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,NEW YORK CRIMINAL COURT,NYS Unified Court System,100 CENTRE STREET,19606
1001680032,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,HEALTH BUILDING-125 WORTH ST,NYC Health and Hospitals Corporation,,13551
1001680032,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,HEALTH BUILDING-125 WORTH ST,NYC Department of Health and Mental Hygiene,125 WORTH STREET,13549
1001680032,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY EXECUTIVE OFFICE,HEALTH BUILDING-125 WORTH ST,NYC Department of Sanitation,,13550
1001710031,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FIELD OFFICE-MN FAMILY CT DIVN,NYC Law Department,115 LEONARD STREET,11250
1001710031,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,FIELD OFFICE-MN FAMILY CT DIVN,NYC Department of Probation,115 LEONARD STREET,11249
1001940042,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,"NEW YORK COMPUTER INSTITUTE, INC.",NYC Department of Education,401 BROADWAY,19597
1001940042,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,"ABLE TECHNOLOGIES, INC.",NYC Department of Education,401 BROADWAY,1150
1001950001,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,ACCESS THEATER,NYC Department of Cultural Affairs,380 BROADWAY,1223
1001950001,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,"BLUE COYOTE THEATER GROUP, INC.",NYC Department of Cultural Affairs,380 BROADWAY,3548
1001970017,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,137 CENTRE STREET-OFFICE BLDG,NYC Department of Sanitation,,460
1001970017,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,137 CENTRE STREET-OFFICE BLDG,NYC Police Department,,294
1002040034,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,REVCORE RECOVERY CTR / MANHATTAN OP,NYS Office of Alcoholism and Substance Abuse Services,181 CANAL STREET,25357
1002040034,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,REVCORE RECOVERY CTR / MANHATTAN OP 1,NYS Office of Alcoholism and Substance Abuse Services,181 CANAL STREET,25358
1002127501,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,"PERFORMING ARTSERVICES, INC.",NYC Department of Cultural Affairs,260 WEST BROADWAY,23360
1002127501,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,"ONTOLOGICAL-HYSTERIC THEATER, INC.",NYC Department of Cultural Affairs,260 WEST BROADWAY,20882
1002260001,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,REGISTERED ESL SCHOOLS,LANGUAGE STUDIES INTERNATIONAL,NYC Department of Education,75 VARICK STREET,16402
1002260001,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,REGISTERED ESL SCHOOLS,ELS LANGUAGE CENTERS,NYC Department of Education,C/O ADELPHI UNIVERSITY-MANHATTAN,10399
1002260001,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,PROPRIETARY SCHOOLS,REGISTERED ESL SCHOOLS,LANGUAGE INSTITUTE FOR ENGLISH,NYC Department of Education,75 VARICK STREET,16401
1002410013,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE TRANSFER AND CARTING,DSNY GARAGE,MN01G (TEMPORARY) GARAGE,NYC Department of Sanitation,,18459
1002410013,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE TRANSFER AND CARTING,DSNY GARAGE,MN03G GARAGE,NYC Department of Sanitation,,18463
1002480015,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,TWO BRIDGES SUMMER CAMP,NYC Department of Education,82 RUTGERS SLIP,30603
1002480015,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,SUMMER AT 82,NYC Department of Education,82 RUTGERS SLIP,28677
1002480015,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,CHINATOWN FAMILY CONSULTATION CENTER,NYS Office of Mental Health,253 SOUTH STREET,6301
1002480015,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,PROSPECT PLACE,NYS Office of Mental Health,253 SOUTH STREET,24149
1002580001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,HENRY STREET SETTLEMENT PROS EXPRESS,NYS Office of Mental Health,40 MONTGOMERY STREET,13745
